usda,tsn
clpr3,189950
clps5,189955
clpu5,
clpy60,189956
clra2,189957
clra5,189958
clra3,189961
clre60,189962
clro7,189963
clsa7,189964
clsc60,189965
clsc3,
clsi5,189966
clsi6,
clso4,189967
clsq60,189968
clsqs,
clst6,189971
clst7,189972
clstu,
clsu60,189976
clsu9,189977
clsu10,189978
clsu62,189979
clsu63,189981
clsu64,189982
clsy61,189983
clth2,189984
clth60,189985
cltr60,189986
cltu60,189987
clum4,189988
clun60,189989
clve4,189990
clwa5,
clado3,189842
clfl9,14422
clfr5,14423
clado2,14421
clcy2,501577
clado,500206
clke,26539
cladr,26538
clbo10,547673
clcr4,547674
clpe8,547675
clwh,547676
claop,16135
clma25,
clsa,28253
claox,28251
clfi3,506087
clpo8,506088
clapp2,500684
clsu,37098
clapp,37096
claf,27571
clam,27572
clama,27573
clamc,27574
clamh,27575
claml,27576
clamw,27577
clar,27578
clau2,27579
clbi,27580
clbia,27582
clbib,27583
clbib2,27581
clbo4,27584
clboa,27586
clbob,27585
clbo,27587
clbr,27588
clco,27590
clcoa,523865
clcoc,523866
clcor,524913
clcy,27591
clcyc,27593
clcyc2,27592
clda,27594
clde2,27595
cldu,27596
clep,27597
clex,27598
clfr3,27599
clgr,27600
clgra,27602
clgrg2,27601
clgrs,27603
clgrt,27604
clhe4,506900
clim,27605
cljo2,27606
clla,27607
clle2,27608
clli,27609
clmi,27610
clmil3,566022
clmim,566023
clmo,27611
clmo3,27612
clpr,27615
clpu,27616
clpu2,27617
clpup,27618
clpuq,27619
clpuv,27620
clrh,27621
clro2,27622
clru,27623
clsi,27624
clsp,27625
clspi,27627
clspn,524914
clspp,27628
clsps,27626
clsp6,27629
clst3,27630
clte5,27631
cltec,523867
cltet,523868
clun,27632
clvi2,27633
clwi,27634
clxa,27635
clxap,524915
clxax,524916
clark,27570
clpa17,16491
clasm,16490
clis2,
clsu19,
clte13,
clath,
clde9,506387
clla9,506388
claus,500742
clim3,
clmo9,
clauz,190047
clma19,
clauz2,190290
clac6,
clar2,20383
clar3,20384
clca,20385
clcac,527397
clcal,527398
clco3,20386
cles,501578
clex2,20387
clexe2,525123
clexg2,525124
clfl3,
clgy2,20388
clhe,20389
clla2,20390
cllac,527399
cllai,527401
cllal,527402
cllap,527404
cllap2,527405
cllas,527406
clme,20391
clmeb,527407
clmem,527408
clmen,527409
clmu5,
clne,20392
clog,
clpa10,501579
clpa5,20394
clpag4,525125
clpap,525126
clpau2,525127
clpav,525128
clpe,20395
clpei,525129
clpem,525130
clpep,20396
clro5,501580
clru2,20398
clrud,525131
clrur,525132
clsa2,20380
clsa3,20399
clsc,20400
clsi2,20401
clsib,527410
clsis,527411
cltu,20381
cltuc,527413
cltut,527414
clum,20402
clvi3,20382
clvia,527415
clvih,531015
clviv,527416
clwa6,508007
clayt,20376
clso5,
cleis4,
clbi3,506901
cldi,43519
cleis,43518
clic2,
cleis3,
clsq2,507484
cleis2,564946
clad,18687
clal,18688
clap3,
clar7,
clba,18689
clbab,527417
clbal,527418
clbi2,18690
clbr5,
clca17,
clca3,18691
clci2,
clco4,18692
clco2,18693
clcoc2,527419
clcot,527420
clcr,18694
cldi3,18720
cldr,18695
clfl8,
clfl,18696
clfr,18697
clfu4,
clgl,18698
clhe6,
clhe5,
clhi5,
clhi,18699
clhia,527421
clhih,527422
clhis,527423
clin6,
clko3,
clla3,18701
clli2,18702
cllib,527424
cllic,527425
cllil2,527426
clma21,
clmi8,
clmil2,
clmo10,
clmo6,195026
cloc2,18703
clocd,527427
clocg,527428
cloco,527429
cloc,18704
clor,18705
clpa,18706
clpa2,18707
clpi,18708
clpid,527430
clpip,527431
clre2,18709
clre,18710
clso3,195027
clso6,
clta2,
clte4,18712
cltem,
cltet2,
clte2,18713
clve,18714
clvi4,18715
clvi5,18716
clvi6,18717
clvi8,18718
clvi7,18719
clwe2,
clja2,18700
clema,18685
clac4,22614
cldi4,22615
clgy,22616
clha,501583
clhi6,
clib,501584
clis,22618
cllu2,22620
clluj,527432
cllul,527433
clmu,22621
clor2,22622
clpl,22623
clru3,22624
clse2,22625
clse,22626
clsp2,22627
clsp5,565070
clsp3,565071
clst,22632
clvi9,22630
cleom,22613
clan,22634
clbr2,22635
clhi2,22636
cllo,22637
clma3,22638
clob,22639
clpa3,22640
clpa4,22641
clpl2,22642
cleom2,22633
clar4,34626
clara,523869
clarw,523870
clarw2,
clca5,34628
clca6,501585
clcl,34629
clclc,523871
clclr,523872
cldr2,34634
clfa,501586
clfu,34636
clgr3,34638
clgrg,523873
clgrm,523874
clgrm2,
clha4,34641
clka,34643
clko,34644
clli3,34647
clmi3,34649
clmo5,34651
clmu2,34652
clob2,34654
clobb,523875
clobm,196207
clobo,196206
clpa6,34655
clpa8,34657
clpe2,34658
clpep4,
clpes2,
clpe3,34659
clpy2,34660
clsa5,34664
clsah2,523876
clsas,523877
cltu2,34667
clwa2,34669
clle3,34646
clerm,34625
clac2,32164
clbu3,
clbuf,
clbu,32158
clch4,508067
clgl2,32159
clin,32160
clin2,32165
clja3,32167
clka2,501587
clli6,506903
cllip,531016
clma24,565072
clqu2,
clsp7,32163
clth,32166
cltr,501588
cltrf,531017
clum5,506904
clwa3,501589
clsp13,565073
clero2,32157
clac3,23457
clal3,23454
cleth,23453
clal4,21380
clja6,508063
cleye,21379
clpu6,
clian,
cler,37101
clsu21,
cliba,37099
clan8,
clcy5,565075
clhi3,27703
clhih2,
clst2,27705
clide,27701
clmo2,23446
clift,23445
clam3,16452
clde70,16451
clki,547677
clima2,16450
clar5,511158
clas4,
clas2,511159
clbr7,565076
clch5,565077
clco10,511160
clde4,511161
cldo2,565078
clge,511162
clgl4,511163
clgr4,501591
clmi9,565079
clvu,501592
clino,500207
clan2,42902
clbo3,42903
clum2,42904
clun2,42905
clint,42901
clco21,
clgr9,190164
clle9,
clvi13,
clios,190162
clfa5,
clfa2,501593
clfr2,26541
clla4,501594
clma4,26542
clte3,26543
clito,26540
clmi11,
clivi,
clcl2,501595
clfl10,
clgu,501596
clmi2,21488
clro,21490
clusi,21486
clgr10,
clhy2,
clype,
cnho,17936
cnse,
cnemi,17935
cndu,28892
cneor,28891
cnbe,37103
cnicu,37102
cncn,29464
cnmo,29465
cnidi,29463
cnac,501597
cnan,28255
cnch,506447
cnte,28257
cnur,506446
cnurs,
cnido,28254
cogr9,22358
cocci,22357
codo3,191323
coer8,191324
copa29,191325
cost15,191326
cocco4,191322
cohe6,35188
cocco3,35187
coco8,21040
codi8,21038
cokr,21041
comi,21042
copa24,501598
copu,21043
copy,21044
coru4,21045
cosi2,501599
cosw,21047
cote9,501600
couv,21039
cove,21048
cocco,21037
coar,42448
coba3,501601
cocco2,42443
coma15,191931
copo5,191932
cocco5,191930
coca,18864
codi,18865
cola20,
coor11,507893
coccu,18863
cofl4,43733
cochl2,43732
coda6,
cogr6,22817
coof4,
cose8,22818
cotr8,
cochl4,22815
coju,17768
coro4,501603
cose6,17769
cose7,17770
cochl,17767
core11,506130
covi,501604
cochl5,22248
conu,42451
cocos,42450
cogy,501605
como13,
codar,500208
cova3,28259
codia,28258
copi8,
codon,
cocy,41581
coro10,
coru3,41582
cote5,41583
cotu,41584
coelo,41580
codi12,
coim,
coin10,
coin11,
coli13,
comi14,
como5,
coeno,
coar2,35190
cobe6,506059
coca39,506060
coco27,506061
coli8,501606
cost17,506062
coffe,35189
como9,506906
comor,524917
coinc,500210
cola,41586
coix,41585
coar9,501607
cogr22,
cojob,500211
coac4,506101
coan14,506102
coni10,506103
copa33,506104
cove10,506105
cola15,500687
coau4,42907
cosp12,
colch,42906
cosu,41588
colea,41587
cora,25150
coleo,25149
coba10,506034
coleu,32469
coau8,191332
coba8,191333
coca34,191334
coca35,191335
cocar,
coce,191338
coco25,191339
coco26,191340
cococ4,
cococ7,
cocr6,191343
cocr7,191344
cocrm,
cocu5,191345
codi13,191346
cofa4,191347
cofe4,191348
cofl7,191349
cofr8,191350
cofu3,191351
coful,
cofu60,191354
cogl14,191355
coka3,
cole6,191356
coli14,191357
comu61,191358
coni8,191359
cooc8,
copo6,191361
copu19,191362
copul,
copus2,
copu16,191366
cory60,191367
cosu11,191368
cosu12,191369
cosu13,191370
cote60,191371
cotec3,
cotec4,
cotec5,
cotes,
cote14,191376
coth,191377
coun60,191378
coung,
colle2,191331
cosp14,
colle3,
coba,33526
cobab,527436
cobad,527437
cobah,527438
cobas,527439
coca3,33527
coch,33528
coco,33517
coco2,33529
cogr2,33530
cogr3,33518
cohe,33531
cohea,527440
coheh,527441
coli,33519
comu,33532
copa2,33533
copa3,33534
copa42,
cora2,33520
corag,33522
corar,33521
cosp,33535
cospa,527443
cospb,527444
cospc,527445
cosps,527446
coti,33536
coto,33523
cotob,531458
cotol,527447
cotot,527448
cotow,527449
cove2,33524
covi2,33525
colli,33513
coca4,32474
cose11,501610
cotu2,32475
cove3,32476
colli2,32473
code,31036
codec,527450
coded,527451
codet,527452
codi2,31039
cogr4,31037
cohe2,31040
cola8,508163
coli2,31041
coma3,31042
coma,31043
cora3,31044
core10,501611
cote,31038
coti2,31045
cotr,31046
collo,31035
coes,42549
coesa,
coesa2,
coese,
coesn,
coloc,185364
coan,26545
coob14,
copa4,26547
copu4,26548
colog,26544
cobi12,15352
coca44,15355
coco37,15357
coma24,15365
comi15,15368
comim4,
comim5,
coor12,15372
cose18,15373
cosu17,15374
colol,15351
como14,
colop,
coar3,28520
coas3,28521
coca18,28522
cocu,28523
cocuf,527453
coel2,28524
cogl5,501612
cogla,527454
cogr7,28525
coop,28528
cost6,28526
cote6,28527
cotep,527457
cotet,527458
cove6,501613
colub,28519
cobu6,507284
colum3,564947
coha5,506907
colum2,500841
coam6,34096
cosc11,565080
cosct,566220
colum,34095
coar6,26550
cois2,
come12,
colut,26549
coum,501614
coumc,523878
coump,523879
coumu,523880
coman,500212
codi3,23640
codid2,523881
codip,523882
comar,23639
copa28,501615
comar3,500213
cohe15,
coim2,
coob13,
copa41,
copam,
cote15,507285
combr,564949
cobe2,39134
coca17,39129
coco28,506771
coco3,39127
codi4,39130
codid,527461
codil,527462
codi5,39131
codid3,531325
codig,531326
coer,39132
coera,527463
coerd,527464
coere,527465
cofo3,501616
cola19,
coni4,501617
conig,527466
coru6,501618
corug,527467
cotu5,506772
covi3,39128
comme,39126
coha4,506417
coop2,506418
commi2,500750
cocu6,
code13,
codo,28797
cogl4,28798
comoc,28794
cofa2,43739
compa,43738
cope80,501619
compt,500214
coco31,16266
conar,16265
coco11,28530
coer5,28531
cogl,28532
coglp,527468
coho,28533
cohoe,527469
cohoh,527470
come16,
cosp3,28534
cove11,
covi8,28535
cowa,28536
cowak,527471
cowaw,527472
conda,28529
coir,38845
condy2,38844
coto2,32232
conge,32231
copu18,506908
conic,500843
cowi,24321
conim,24320
cogr15,
conio3,
copi3,17857
conio2,17856
coch2,29467
cogm,29469
come2,29470
cosc2,29471
conio,29466
coma2,29473
coniu,29472
cose19,
coseg,531157
conna,564948
coer2,27766
conoc,27765
coco38,15560
conoc3,15559
cobe4,37105
coco13,511282
cogr10,37107
conoc4,37104
coal6,34273
coalm,527473
coam,34274
conop,34272
coru17,565081
conos,27707
cote70,16097
conos2,16096
cour2,
conot,
coca19,32478
coet,506909
cogl9,196107
cogr8,32479
cove4,32481
conra,32477
coor,23103
conri,23102
coco14,
como8,
coru8,
conso2,
coaj,501621
coor4,18761
copu21,565082
core2,18762
cote19,565083
conso,18759
cone9,
const,
coma7,42909
coma19,506910
conva,42908
coal4,30704
coar4,30705
coeq,30706
coer9,565084
cono,30707
copi7,501622
cosc10,506015
cotr17,
cowa2,30709
convo,30701
cobo,37112
coca5,37113
cocac3,527476
cocag,527477
cocap3,527478
cofl,37116
cola21,
copr5,511350
cora4,37118
conyz,37108
codr2,501623
cojo,501624
cope,501625
cosm,501626
cotr5,501627
coope,500215
cola14,506242
comu7,506243
coof2,506244
copai,500713
coal13,506716
copr6,506717
coper,500804
cocy3,34963
coel3,34964
coer3,34965
cofo2,34967
cogr23,
coka,34968
colo4,34969
come6,34970
como3,34972
cooc3,34973
copu8,34974
core4,34962
corh,34975
cote8,34979
cowa4,34980
como2,34971
copro,34961
coas,18764
cola3,18765
cooc,18766
cotr2,18767
copti,18763
cobe7,
coma25,
comam7,
comao5,
comao6,
come17,
cood7,
coodo2,
coodp2,
cost19,
costs3,
costv2,
cotr18,
cowi5,
coral5,
coae,21514
coca38,506092
cohi3,21519
cohi4,21515
cool,21516
cosi3,21517
coto7,
cotr12,506093
cotr13,506094
corch,21512
coal,31751
coan11,501628
coba4,501629
cobe3,31752
cobo2,31744
cobo3,31753
coco5,31754
codi18,565085
coge,31755
cogl6,31745
cola12,501630
coli7,31756
comy,565086
coob3,31758
copa16,31746
copo2,31747
copo3,31759
cori,31760
coru5,31761
cose2,31748
cosi9,
cosu2,31764
cosu3,31762
cowa3,31763
cordi,31743
coaf2,
cordy3,
coca7,33539
coer6,33556
coere2,523885
coerk,523886
coki,33542
cokid,523887
cokih,523888
cokik,523889
cola4,33560
coma5,33564
comac,33566
comam3,33565
comap,33567
como,33543
comoh,523890
comom,523891
cone,33568
coni2,33569
coor7,501631
copa8,33571
copa9,33572
copi2,33544
copih,523892
copip,33545
copit,523893
copr,33573
cora5,33574
cori2,33548
corib,33550
coril,523894
corir,33549
coris2,523895
cote2,33575
cote3,33552
coteb,33554
coteb2,523896
cotec,523897
cotep2,523898
cotet2,33553
cotev,523899
cowr2,33577
cowrk,523900
cowrt,523901
cowrw,523902
cordy,33537
coau12,
coba14,
cofr2,43183
cordy2,43182
coco9,23750
corem,23749
coar5,37122
coreo,37121
coau,37124
coba2,37125
cobi,37126
coca8,37127
cocac4,527485
cocan,527486
coca9,37128
code3,37129
codo2,37130
cofa,37131
cofl6,37132
cogi,37133
cogl2,37134
cogr5,37135
cogrg,527487
cogrh,527488
cogri,
cogrl,527489
cogrs,527490
coha2,37136
coin4,37137
coin2,37138
cola5,37139
cola7,37140
cole3,37141
coli5,37142
coma6,37143
coma10,37144
conu5,37145
conu3,37146
conu6,37147
copa10,37148
copu2,37149
copud,527491
copup,527492
copur,527493
copu9,37150
coro,37151
cost3,37152
coti3,37153
cotia,527494
cotis,527495
cotit,527496
cotr4,37154
cove5,37155
cowr3,37156
coreo2,37123
cofi2,37159
cofic,
cofif,527498
coret,37157
cosa,29622
coria,29621
coam8,511428
coama2,566224
coamr,566225
coho3,
cohoh2,
cohop,
cona4,565087
coni15,565088
cooc9,565089
cooca,566226
cooco,
copa37,565090
copa38,565091
copa39,565092
covi5,511432
cowe,565093
coris,500216
cono2,190649
corni,190647
coal2,27813
coam2,27799
coas2,27815
coca13,27816
coca45,
coco32,
codr,27807
cofl2,27806
cofo,27803
cogl3,27808
coko2,507498
coma20,
coma21,565094
conu4,27809
coob9,511442
coof3,
copa35,
cora6,501635
coru,27810
cosa81,501636
cosaa,
cose16,501637
coseo,523903
coses,523904
cose3,27811
cosu4,27805
coun,27819
coac,
coar7,27814
cofr9,506911
coin19,
cosl,27817
cornu,27798
cogr24,
cogr19,
coob4,32234
copy2,32235
cornu2,32233
coin17,
coli16,
cornu3,
coco33,
coem3,506341
coju3,
comi12,
comil,
core12,
cosc5,26552
cova6,
cova4,501639
covag2,
coron,26551
codi6,23105
cosq,23106
coron3,23104
coba13,
corre,
coli6,20274
corri,20273
corry,
coco39,15603
corsi,15601
coar16,
coju2,501640
coru18,
cose4,41597
coto6,
corta,41594
cofu4,
corti,
coau2,18999
coca47,
coca15,19001
cocaa,566024
cocab,523907
cocab2,523908
cocac,523910
cocac7,523909
cocah2,523911
cocr2,19002
cocu2,19003
cocuc,523912
cocug2,523913
cocuo,525523
cofl3,19005
comi2,19007
comia2,523914
comim2,523915
comit2,523916
copa11,19008
cosc4,19009
cose5,19010
coso6,508164
coryd,18998
cosi12,
coryl2,
coam3,19506
coav80,501642
coco30,506808
cococ5,530986
cococ6,530987
coco6,19507
cococ,527499
cococ2,527500
cofe5,506809
cofef,530988
cofet,530989
cohe12,506531
coma18,506532
coryl,19505
coca48,
coci4,
codi20,
coex2,
cofi7,
cogu4,
coin18,
cole10,
cone8,
copa40,
copo7,
cose20,
cote20,
cote21,
cozy,
corym3,
cofo7,565096
corym2,43736
coca16,41599
cofa6,
coryn,41598
cola6,18875
coryn2,18874
coec,511473
coma14,19828
comam2,527503
comar2,527504
coni16,565097
cooc11,
cora7,19832
core3,19833
coro7,
coror,
coros,
corou,
cosc12,
cosu7,19839
covi18,
coryp,19823
coar14,547678
coca70,547679
cocr70,547680
cosci2,547430
cobi2,37162
coca21,37163
copa12,37164
cosu5,37165
cosmo,37161
cogu,501645
cogum,527511
copu22,
cosp8,501646
cosp4,501647
covi17,
costu,42405
coco10,28800
coob2,28801
cotin,28799
coac7,
coac2,501648
coad,501649
coaf,
coal14,
coam13,
coam14,
coap3,508023
coba16,
cobu4,
cobum,
cobu5,
coca46,
coda5,
codar2,
codi16,
codie2,
codi19,565098
cofo6,
cofr3,25152
cofrs,
cofr11,
cogl16,
coglm,
coha6,
coha7,
cohe13,
cohef2,
cohe14,
cohi6,
coho80,501650
cohu80,501651
coig2,
coin15,
coin16,565611
coka2,
cola18,565099
colu5,565100
come14,
comi13,
comic3,
comig,
comit3,
como11,
comu9,
cone7,
coni12,
coni14,
coni13,
conu10,
coob11,
coob10,
cool3,
copa14,25153
cora12,
corar3,
core13,
corh2,
coro12,
coro13,
coru11,
cosa4,565612
cosaf2,
cosar,
cosa8,
cosi10,
cosi11,
cosi13,
cosi82,501654
coso8,
cosp9,
cotu7,
coun2,
cowa6,
cocr11,
cowa7,
coza2,
coze2,
coton,25151
copa13,41601
cotte,41600
coau3,35800
coco7,35799
come15,
cotul,35798
coba15,
coor2,501655
cooro,531330
cotyl,500219
cogu3,506154
couro,500696
coax,26555
coca31,501656
cocac6,527512
cocas2,527513
cogl7,501657
cogl8,501658
cours,26554
crab5,506213
crhi6,506214
crma,23108
cramb,23107
crdi18,
crmu3,43530
crri4,196427
crte6,43532
crani,43529
cran8,501659
crani2,500220
crcr9,501660
crvi15,
crass2,500221
craq,24099
crco34,501661
crcoc,527514
crcoe,527515
crcoe2,527516
crcos,527517
crdr,565101
crhe5,565979
crlo7,501663
crmu10,507747
crov3,507748
crpe18,
crpem,
crsa7,501664
crsa14,
crsi5,501665
crso4,501666
crti,24101
crvi6,501667
crass,24098
crae2,501668
crae,24541
cral14,508024
cram12,
cram4,501669
cran10,501670
cran9,501671
cran,501672
crap4,501673
crar6,501674
crar7,501675
crar8,501676
crat3,501677
crat6,
crau2,501678
craz,
crbe5,501679
crbe6,501680
crbe2,24544
crbo3,501681
crbr,24545
crbr3,24546
crbr4,501682
crbu5,
crca,24547
crca83,
crca22,501685
crca30,
crch12,
crch13,
crcha2,
crch,24548
crchc2,
crchp2,
crco2,24550
crco4,501687
crco26,501688
crco7,501689
crco32,501690
crco8,501691
crco13,501692
crco27,501693
crcr2,24552
crcu6,
crda4,
crda3,501695
crde3,24554
crdi,24555
crdi3,501696
crdi4,24556
crdi9,501697
crdi10,501698
crdi11,501699
crdo3,501700
crdo2,24557
cren4,
cren,501701
crer3,501702
crer,24559
crex2,501703
crex3,501704
crfl,24561
crfl2,24562
crfr3,501705
crfu2,501706
crfu3,501707
crgl4,24563
crgr13,501708
crgr2,24564
crha2,24566
crha4,501709
crhe3,501710
crho5,501711
crid,24567
crig2,501713
crim6,501714
crin26,501715
crin16,501716
crin17,501717
crin18,501718
crin3,24573
crin19,501719
crir,501720
crir2,501721
crje,501722
crjo3,501723
crka2,
crke2,24574
crki,
crkn,501724
crla2,24577
crla80,507255
crla9,501726
crla3,501727
crla11,501728
crle8,501729
crli6,501730
crli12,506915
crlu,24582
crlu3,501732
crma3,501733
crma4,501735
crma5,24584
crma21,
crme11,501736
crme6,501737
crme,501738
crme3,501739
crme12,
crmi10,501740
crmo2,24585
crmo3,24586
crmu11,508025
crmu4,501741
crna4,565102
crni5,
crni,24587
crni4,24588
crnu4,501725
crok,
crok2,
crop,24590
crop3,501742
cror4,
cror2,
crov2,501743
crpa24,507286
crpa3,501744
crpe13,501745
crpe,501747
crpe2,501748
crpe3,501749
crpe16,
crpe17,508026
crpe7,501750
crpe6,24592
crph,24593
crph2,
crpi3,501751
crpi2,
crpim2,
crpo,501752
crpo11,501753
crpr4,501754
crpr,501755
crpr5,501756
crpr2,24595
crpu9,24597
crpu,24598
crpu14,501757
crra6,501758
crre11,501759
crre3,24600
crrh3,
crrhl,
crrh2,501760
crri5,501761
crri,501762
crru5,501765
crsa2,24601
crsa13,
crsa3,501766
crsc80,501767
crsc4,501768
crsh3,501769
crsp,24603
crsp5,501770
crsp6,501771
crst,501772
crsu2,501773
crsu3,501774
crsu5,24604
crsu16,501775
crsu6,501776
crta5,
crta2,501777
crte2,24605
crth4,501778
crti2,501779
crtr,24606
crtr2,24607
crtr4,501781
crtu2,501782
crun,24608
cruv,508027
crva,24609
crva3,501783
crve11,501784
crvi,501785
crvi2,24612
crvid,531020
crviv2,531021
crvu,501786
crwa,501787
crwa3,
crwi3,
crwo,501788
cran6,24542
crbr13,501683
crgr17,
crha3,24565
crhu3,501712
crim,24569
crin10,24571
crke3,24575
crla4,24578
crla14,
crla15,
crle5,24580
crma11,501734
crme14,
crmo11,
crno2,24589
crpe14,501746
crpi,24594
crpu8,24596
crru10,501764
crsi3,24602
crwe,24610
crwh,24611
crxa,501789
crata,24539
crpl5,
crpu15,
crate3,
crre12,505883
crta6,
crate2,22643
crar13,547681
crfi70,16168
crato2,16166
crac2,37169
craca,37170
cracp,37171
crat,37172
crata2,37173
crato,37174
crba2,37175
crbab,37176
crbac,37177
crbai,37178
crbi3,37180
crbu3,37181
crca3,37182
crel,37183
crfo2,37184
crfof,
crfor,
crin4,37185
crko2,
crmo4,37186
crmog3,524918
crmom,37187
crmor,37188
crmos,37189
crmo5,37190
crna,37191
crnac,37193
crnan,37192
crnar,37194
crni2,37195
croc,37196
crocc,37198
crocc2,37199
croco2,37197
crocp,37200
crpa23,
crpa20,501790
crpl,37201
crpu3,37202
crru9,501791
crru3,37203
crrua,37205
crrub,37206
crrug,37207
crruh,37208
crruh2,37209
crrui,37210
crrur,37204
crse2,37211
crte3,37212
crve3,37213
crvet,525180
crza2,507591
crepi,37168
cral11,506047
crcu,34332
crli5,34333
crpo6,34334
cresc,34331
crch14,
crfl21,
crle17,
crpr7,
crprs,
crpr8,
cresp,
crnu,30831
crtr5,30832
cress,30829
cram13,
cram2,182710
cras6,182711
crbu2,182712
crma23,
crze,182716
crinu,182708
crpo7,38847
crito2,38846
crmu,37217
croci,37216
crcr6,43284
croco,43283
cran5,501792
crfl7,43287
crim4,501793
crsa15,
crsi6,501795
crto8,
crve4,565103
crocu,43285
crgo2,
crpy3,
crocy,190004
crpa9,43338
croom,43337
crdi17,501796
crho7,501797
crhog,527521
crhoh,527522
crhov,527523
crri3,501798
cropt,500222
crin29,
crni7,
cross5,
crab6,547682
crcr11,16691
crro13,547683
crse10,547684
crsq,548250
crsqp,549356
crsqs,549355
cross4,16690
cril2,27943
crrh,27944
cross,27942
crbi2,21350
crbib,527524
crbig,527525
crca4,501799
cross2,21349
crag2,
cral12,506336
crar15,
cras2,501801
crat5,
crav,501802
crbe8,501803
crbi8,506916
crbr8,26570
crbrb,527526
crbri,527527
crbr16,506337
crca28,
crca27,
crcl3,
crcu7,
crer6,
crfe9,
crfi5,
crgo3,
crgr18,
crhe6,
crim8,
crin5,26571
crju,501804
crla17,
crlaa2,
crla18,
crla16,
crla7,26572
crlap2,
crlo3,26573
crlo4,501805
crme13,
crmi9,501806
crmy,506338
crni6,
crno4,
croc80,501807
cror3,
crpa10,26574
crpao,527528
crpa22,506339
crpu4,26575
crpu5,26576
crqu2,
crre4,26577
crro14,
crro5,26578
crsa4,26579
crsa8,501809
crse12,
crsp2,26580
crsp9,
crst4,501810
crtr12,
crtr11,
crva5,
crve5,501811
crvi14,506917
crvig,524919
crvi13,506340
crota,26569
cral3,28261
crala,531344
cralt,531345
crar5,501813
crar2,28263
cras3,28293
crbe4,28294
crbo4,506918
crca5,28265
crcac,527530
crcat,527533
crca6,28266
crcac2,527534
crcal2,527535
crca29,
crci,28267
crco9,28268
crco10,28269
crco40,
crdi6,28271
crdi8,28295
crel3,28272
crel7,195989
crfi3,501814
crfl23,
crfr,28274
crgl2,28275
crgla,527536
crglf,527537
crglg,527538
crgll,527539
crglp,527540
crgls,527541
crgls2,527542
crhe4,507287
crhu,28276
crim3,28296
crin13,28277
crle3,28278
crli2,501816
crlil,527543
crlit,527544
crlo5,28281
crlu2,28297
crme15,
crmi8,506919
crmo6,28283
crnu3,
crov,28299
crpa5,28284
crpo4,28300
crpo5,28285
crpop,527545
crpot,527546
crpu6,28286
crri8,507288
crsa16,
crsa5,28287
crse11,506920
crso2,28288
crso,28289
crst6,501817
crsu7,28290
crte4,28291
crtet,531022
crteu,531023
crti3,506445
crtr8,28302
crwi2,28292
crwi5,506921
croto,28260
cran11,501818
cruci,500223
crla13,506922
crpe10,502717
cruci2,500844
crcy,507289
crudi,564950
crde4,547685
crla10,547686
crumi,547431
